OrderID,Date,Region,City,Category,Product,Customer,Quantity,UnitPrice,Discount,Sales,Profit
1064,2025-03-28,East,Bhubaneswar,Electronics,Keyboard,Harish Menon,15,32063,1000,479945.0,84890
1065,2025-06-29,North,Jaipur,Furniture,Chair,Ananya Das,7,46607,500,325749.0,44906
1066,2025-05-02,East,Kolkata,Office Supplies,Printer Paper,Priya Patel,8,53371,1000,425968.0,74280
1067,2025-04-05,West,Surat,Electronics,Monitor,Rahul Verma,8,53105,5000,419840.0,50952
1068,2025-02-19,West,Ahmedabad,Furniture,Sofa,Sneha Joshi,12,59573,500,714376.0,94387
1069,2025-05-31,East,Kolkata,Office Supplies,Whiteboard,Meera Jain,6,25205,200,151030.0,31046
1070,2025-03-12,East,Kolkata,Electronics,Keyboard,Neha Singh,12,23619,500,282928.0,23314
1071,2025-05-01,North,Delhi,Office Supplies,Marker Set,Aditya Roy,5,64440,0,322200.0,73578
1072,2025-01-19,West,Surat,Furniture,Chair,Aarav Sharma,9,62716,0,564444.0,124042
1073,2025-06-08,North,Chandigarh,Electronics,Keyboard,Priya Patel,8,15625,2000,123000.0,25824
1074,2025-01-26,South,Kochi,Furniture,Cabinet,Rahul Verma,19,56307,500,1069333.0,188915
1075,2025-06-26,South,Hyderabad,Furniture,Desk,Rohan Kumar,8,22882,2000,181056.0,-4190
1076,2025-06-10,West,Ahmedabad,Electronics,Mouse,Rahul Verma,10,59610,0,596100.0,117345
1077,2025-03-20,South,Kochi,Electronics,Mouse,Isha Nair,5,34916,200,174380.0,16067
1078,2025-01-21,East,Ranchi,Electronics,Smartphone,Aditya Roy,10,52857,500,528070.0,87173
1079,2025-05-28,North,Jaipur,Office Supplies,Marker Set,Karan Mehta,9,3490,0,31410.0,3735
1080,2025-02-16,North,Lucknow,Office Supplies,Notebook,Meera Jain,6,61769,2000,368614.0,70315
1081,2025-03-26,West,Surat,Electronics,Smartphone,Sneha Joshi,14,43787,500,612518.0,118781
1082,2025-01-30,West,Surat,Furniture,Cabinet,Riya Shah,18,4909,1000,87362.0,8296
1083,2025-05-08,West,Mumbai,Office Supplies,Whiteboard,Ananya Das,14,7204,200,100656.0,16923
1084,2025-01-08,West,Mumbai,Electronics,Keyboard,Arjun Gupta,5,37852,1000,188260.0,43251
1085,2025-01-30,South,Hyderabad,Furniture,Sofa,Aarav Sharma,18,53576,0,964368.0,113987
1086,2025-05-01,West,Mumbai,Office Supplies,Printer Paper,Ananya Das,10,66798,5000,662980.0,83855
1087,2025-03-12,South,Kochi,Office Supplies,Printer Paper,Vikram Rao,7,66716,5000,462012.0,106025
1088,2025-06-18,West,Ahmedabad,Office Supplies,Marker Set,Riya Shah,1,37172,5000,32172.0,4206
1089,2025-03-24,West,Pune,Furniture,Sofa,Ananya Das,12,43673,2000,522076.0,109473
1090,2025-04-08,South,Hyderabad,Office Supplies,Printer Ink,Neha Singh,14,5820,500,80980.0,16730
1091,2025-05-15,West,Pune,Furniture,Desk,Rohan Kumar,17,43615,0,741455.0,169505
1092,2025-06-09,West,Mumbai,Office Supplies,Printer Paper,Vikram Rao,5,9907,1000,48535.0,10331
1093,2025-06-11,West,Mumbai,Furniture,Sofa,Vikram Rao,11,64056,2000,702616.0,60497
1094,2025-01-08,East,Bhubaneswar,Office Supplies,Notebook,Vikram Rao,4,13273,1000,52092.0,5640
1095,2025-06-24,North,Lucknow,Electronics,Keyboard,Sneha Joshi,12,56550,200,678400.0,82434
1096,2025-04-29,South,Hyderabad,Electronics,Monitor,Karan Mehta,13,31666,1000,410658.0,96578
1097,2025-03-30,East,Ranchi,Furniture,Desk,Harish Menon,15,37800,5000,562000.0,97181
1098,2025-04-08,East,Ranchi,Office Supplies,Marker Set,Ananya Das,10,26211,1000,261110.0,58767
1099,2025-01-13,East,Patna,Office Supplies,Marker Set,Aarav Sharma,13,36076,0,468988.0,82639
1100,2025-06-24,West,Ahmedabad,Electronics,SSD,Neha Singh,7,32950,5000,225650.0,47036
1101,2025-03-17,South,Bengaluru,Office Supplies,Notebook,Rahul Verma,15,4473,2000,65095.0,9245
1102,2025-02-12,East,Ranchi,Electronics,Mouse,Rohan Kumar,18,48053,2000,862954.0,142650
1103,2025-06-23,East,Ranchi,Furniture,Bookshelf,Meera Jain,4,61485,0,245940.0,25560
1104,2025-03-09,West,Ahmedabad,Electronics,Camera,Aarav Sharma,9,16299,1000,145691.0,20784
1105,2025-04-29,West,Ahmedabad,Electronics,Mouse,Ananya Das,1,43092,2000,41092.0,4833
1106,2025-05-18,East,Ranchi,Electronics,Tablet,Aarav Sharma,2,39993,1000,78986.0,7878
1107,2025-04-17,South,Kochi,Furniture,Bookshelf,Isha Nair,18,55035,2000,988630.0,203841
1108,2025-04-03,North,Jaipur,Office Supplies,Printer Ink,Rahul Verma,2,48666,200,97132.0,15091
1109,2025-04-27,North,Lucknow,Office Supplies,Marker Set,Aarav Sharma,13,36260,200,471180.0,115248
1110,2025-02-22,North,Chandigarh,Office Supplies,Whiteboard,Aarav Sharma,2,43813,200,87426.0,21690
1111,2025-03-12,North,Chandigarh,Office Supplies,Printer Paper,Riya Shah,8,43164,200,345112.0,73877
1112,2025-04-02,South,Hyderabad,Office Supplies,Marker Set,Meera Jain,6,14508,5000,82048.0,18649
1113,2025-01-17,South,Chennai,Electronics,Tablet,Rahul Verma,2,16714,5000,28428.0,4308
1114,2025-06-18,West,Surat,Furniture,Sofa,Karan Mehta,4,59345,2000,235380.0,27695
1115,2025-04-24,East,Ranchi,Office Supplies,Notebook,Aarav Sharma,16,52740,1000,842840.0,165733
1116,2025-03-25,North,Delhi,Furniture,Sofa,Rohan Kumar,3,16640,500,49420.0,9198
1117,2025-05-22,West,Ahmedabad,Furniture,Sofa,Karan Mehta,14,13099,5000,178386.0,17740
1118,2025-04-20,South,Kochi,Furniture,Chair,Vikram Rao,11,59541,1000,653951.0,98562
1119,2025-01-25,East,Patna,Furniture,Chair,Isha Nair,16,8899,0,142384.0,31523
1120,2025-06-20,East,Bhubaneswar,Office Supplies,Notebook,Karan Mehta,18,43307,5000,774526.0,78056
1121,2025-05-04,West,Mumbai,Furniture,Sofa,Rahul Verma,12,13679,2000,162148.0,26958
1122,2025-05-24,South,Bengaluru,Furniture,Sofa,Sneha Joshi,4,36612,2000,144448.0,17109
1123,2025-05-25,North,Lucknow,Electronics,Tablet,Rahul Verma,10,44641,500,445910.0,36135
1124,2025-04-05,West,Mumbai,Electronics,Laptop,Priya Patel,17,28297,1000,480049.0,72665
1125,2025-01-21,East,Patna,Office Supplies,Whiteboard,Priya Patel,2,20492,200,40784.0,8493
1126,2025-01-30,East,Ranchi,Office Supplies,Printer Ink,Ananya Das,20,58039,1000,1159780.0,146640
1127,2025-04-12,East,Ranchi,Electronics,Keyboard,Isha Nair,19,63883,2000,1211777.0,234372
1128,2025-02-14,North,Delhi,Electronics,Keyboard,Neha Singh,5,33591,500,167455.0,-4027
1129,2025-04-22,South,Kochi,Office Supplies,Printer Paper,Arjun Gupta,18,46521,0,837378.0,123515
1130,2025-04-14,North,Jaipur,Electronics,SSD,Karan Mehta,14,53108,5000,738512.0,139448
1131,2025-05-31,North,Lucknow,Electronics,Smartphone,Riya Shah,12,11651,1000,138812.0,31033
1132,2025-06-12,West,Mumbai,Furniture,Bookshelf,Aditya Roy,11,29141,500,320051.0,67994
1133,2025-06-04,North,Chandigarh,Furniture,Bookshelf,Aditya Roy,5,31068,0,155340.0,16294
1134,2025-06-12,South,Bengaluru,Electronics,Smartphone,Ananya Das,19,58938,5000,1114822.0,264331
1135,2025-01-15,East,Patna,Electronics,Smartphone,Priya Patel,16,58061,5000,923976.0,121483
1136,2025-01-24,East,Kolkata,Furniture,Cabinet,Ananya Das,2,7556,500,14612.0,3234
1137,2025-05-02,West,Surat,Office Supplies,Whiteboard,Meera Jain,2,59047,2000,116094.0,22152
1138,2025-04-23,South,Bengaluru,Furniture,Desk,Meera Jain,11,11153,2000,120683.0,22910
1139,2025-01-14,West,Pune,Furniture,Bookshelf,Harish Menon,10,50879,1000,507790.0,107478
1140,2025-06-04,East,Kolkata,Furniture,Desk,Arjun Gupta,13,37343,500,484959.0,98463
1141,2025-06-02,South,Chennai,Electronics,Tablet,Harish Menon,12,40762,5000,484144.0,96219
1142,2025-06-25,North,Lucknow,Office Supplies,Printer Ink,Isha Nair,11,16850,5000,180350.0,35976
1143,2025-05-05,North,Jaipur,Office Supplies,Marker Set,Aarav Sharma,12,40583,200,486796.0,117658
1144,2025-05-15,South,Hyderabad,Electronics,Tablet,Priya Patel,10,13356,2000,131560.0,27765
1145,2025-06-09,North,Lucknow,Office Supplies,Printer Paper,Karan Mehta,13,20318,200,263934.0,29229
1146,2025-04-25,South,Kochi,Electronics,Camera,Sneha Joshi,8,58322,2000,464576.0,59669
1147,2025-04-29,South,Hyderabad,Furniture,Cabinet,Harish Menon,7,48313,5000,333191.0,80303
1148,2025-06-14,East,Ranchi,Office Supplies,Whiteboard,Vikram Rao,6,26274,2000,155644.0,16113
1149,2025-04-26,West,Ahmedabad,Office Supplies,Notebook,Aditya Roy,17,16441,500,278997.0,26297
1150,2025-04-06,South,Kochi,Electronics,Mouse,Riya Shah,15,45920,0,688800.0,103686
1151,2025-02-07,South,Kochi,Electronics,SSD,Neha Singh,1,41870,0,41870.0,9322
1152,2025-01-05,South,Bengaluru,Furniture,Cabinet,Aditya Roy,5,61587,1000,306935.0,56663
1153,2025-06-13,East,Bhubaneswar,Electronics,Camera,Priya Patel,10,31247,500,311970.0,31419
1154,2025-02-06,West,Mumbai,Electronics,Smartphone,Karan Mehta,18,2254,5000,35572.0,5962
1155,2025-04-03,East,Ranchi,Electronics,SSD,Neha Singh,19,54700,200,1039100.0,200487
1156,2025-01-18,North,Delhi,Furniture,Cabinet,Aarav Sharma,13,49029,500,636877.0,131861
1157,2025-06-14,East,Bhubaneswar,Office Supplies,Notebook,Meera Jain,19,43683,200,829777.0,72636
1158,2025-01-10,South,Kochi,Office Supplies,Printer Ink,Isha Nair,6,17775,0,106650.0,21514
1159,2025-05-20,East,Bhubaneswar,Electronics,Mouse,Harish Menon,2,41465,500,82430.0,13816
1160,2025-04-05,West,Ahmedabad,Electronics,Mouse,Rahul Verma,12,6365,5000,71380.0,9738
1161,2025-05-13,West,Surat,Office Supplies,Printer Ink,Harish Menon,13,44538,200,578794.0,95127
1162,2025-03-25,East,Kolkata,Office Supplies,Printer Ink,Priya Patel,14,23752,2000,330528.0,42948
1163,2025-04-01,East,Patna,Furniture,Sofa,Aditya Roy,14,21942,5000,302188.0,46979
1164,2025-01-08,West,Ahmedabad,Office Supplies,Notebook,Priya Patel,13,47719,2000,618347.0,133678
1165,2025-06-04,South,Kochi,Electronics,Tablet,Priya Patel,8,48115,500,384420.0,55773
1166,2025-03-13,South,Kochi,Furniture,Bookshelf,Ananya Das,3,18147,2000,52441.0,7466
1167,2025-06-30,South,Bengaluru,Electronics,Tablet,Ananya Das,17,50823,2000,861991.0,86215
1168,2025-02-14,West,Pune,Office Supplies,Marker Set,Aditya Roy,16,26337,0,421392.0,43434
1169,2025-02-10,West,Mumbai,Office Supplies,Marker Set,Isha Nair,12,8611,2000,101332.0,17446
1170,2025-04-30,South,Chennai,Office Supplies,Printer Paper,Priya Patel,7,18302,200,127914.0,-3522
1171,2025-01-19,South,Bengaluru,Electronics,Keyboard,Vikram Rao,16,69003,1000,1103048.0,232476
1172,2025-05-22,South,Chennai,Office Supplies,Notebook,Ananya Das,15,67911,500,1018165.0,103666
1173,2025-03-24,South,Hyderabad,Furniture,Sofa,Harish Menon,2,16374,2000,30748.0,3259
1174,2025-02-02,South,Chennai,Office Supplies,Marker Set,Riya Shah,3,32947,200,98641.0,18540
1175,2025-06-04,East,Kolkata,Office Supplies,Printer Paper,Karan Mehta,19,20310,200,385690.0,74046
1176,2025-06-08,East,Kolkata,Electronics,Monitor,Aarav Sharma,19,34788,5000,655972.0,75986
1177,2025-03-18,North,Jaipur,Office Supplies,Whiteboard,Rahul Verma,10,63400,200,633800.0,137405
1178,2025-02-06,West,Mumbai,Office Supplies,Notebook,Rohan Kumar,15,54576,1000,817640.0,129968
1179,2025-04-30,East,Patna,Office Supplies,Marker Set,Vikram Rao,5,48667,2000,241335.0,42349
1180,2025-04-18,North,Lucknow,Furniture,Chair,Rohan Kumar,4,6732,500,26428.0,6361
1181,2025-05-08,South,Hyderabad,Furniture,Sofa,Aditya Roy,11,24981,200,274591.0,45226
1182,2025-01-13,East,Ranchi,Electronics,Monitor,Vikram Rao,17,60030,200,1020310.0,118942
1183,2025-04-04,East,Ranchi,Office Supplies,Printer Ink,Rahul Verma,18,1171,0,21078.0,3230
1184,2025-05-10,West,Ahmedabad,Electronics,Camera,Aarav Sharma,19,25613,500,486147.0,84612
1185,2025-05-23,West,Ahmedabad,Office Supplies,Whiteboard,Priya Patel,5,12772,1000,62860.0,9016
1186,2025-05-02,East,Bhubaneswar,Electronics,Camera,Arjun Gupta,2,6038,0,12076.0,1247
1187,2025-03-18,West,Pune,Office Supplies,Whiteboard,Rohan Kumar,11,41850,200,460150.0,67551
1188,2025-04-17,East,Ranchi,Office Supplies,Whiteboard,Rahul Verma,16,2280,500,35980.0,4904
1189,2025-05-15,East,Kolkata,Office Supplies,Printer Ink,Rahul Verma,19,29924,5000,563556.0,50004
1190,2025-02-08,West,Pune,Office Supplies,Printer Paper,Aarav Sharma,19,14504,200,275376.0,22916
1191,2025-05-13,West,Pune,Furniture,Sofa,Meera Jain,20,61914,5000,1233280.0,251167
1192,2025-05-20,South,Chennai,Office Supplies,Printer Ink,Arjun Gupta,13,41224,200,535712.0,84718
1193,2025-03-18,East,Patna,Office Supplies,Printer Ink,Neha Singh,8,36669,2000,291352.0,38092
1194,2025-03-12,East,Bhubaneswar,Office Supplies,Printer Ink,Sneha Joshi,16,45818,2000,731088.0,174531
1195,2025-01-21,East,Kolkata,Office Supplies,Whiteboard,Vikram Rao,13,45337,200,589181.0,76226
1196,2025-05-24,East,Ranchi,Office Supplies,Marker Set,Aditya Roy,16,28147,200,450152.0,99371
1197,2025-04-16,East,Bhubaneswar,Electronics,Mouse,Neha Singh,2,69704,200,139208.0,26233
1198,2025-05-02,East,Ranchi,Electronics,Tablet,Aarav Sharma,18,20801,1000,373418.0,71319
1199,2025-01-10,West,Pune,Furniture,Bookshelf,Rahul Verma,2,11825,5000,18650.0,3312
1200,2025-03-16,South,Kochi,Electronics,Laptop,Riya Shah,13,65030,200,845190.0,202189
1201,2025-05-15,North,Delhi,Furniture,Sofa,Karan Mehta,4,44014,500,175556.0,27604
1202,2025-03-07,West,Pune,Office Supplies,Printer Ink,Rahul Verma,7,14864,500,103548.0,11144
1203,2025-04-14,South,Bengaluru,Office Supplies,Marker Set,Meera Jain,10,25418,200,253980.0,46697
1204,2025-01-02,West,Ahmedabad,Electronics,Camera,Isha Nair,4,24319,200,97076.0,15645
1205,2025-03-08,East,Ranchi,Electronics,Smartphone,Meera Jain,9,43304,500,389236.0,69680
1206,2025-06-30,East,Bhubaneswar,Electronics,Monitor,Ananya Das,10,21034,1000,209340.0,41163
1207,2025-04-27,East,Kolkata,Office Supplies,Marker Set,Sneha Joshi,20,29047,200,580740.0,140975
1208,2025-01-21,East,Ranchi,Office Supplies,Whiteboard,Harish Menon,16,28727,200,459432.0,89891
1209,2025-03-25,West,Ahmedabad,Electronics,Monitor,Aarav Sharma,18,66355,200,1194190.0,211800
1210,2025-01-15,West,Mumbai,Office Supplies,Printer Paper,Aditya Roy,19,64171,0,1219249.0,283854
1211,2025-01-06,West,Pune,Office Supplies,Printer Ink,Ananya Das,19,7667,2000,143673.0,22787
1212,2025-01-16,West,Ahmedabad,Electronics,Mouse,Karan Mehta,3,6036,1000,17108.0,2370
1213,2025-04-18,North,Jaipur,Electronics,Keyboard,Vikram Rao,6,17850,5000,102100.0,25148
1214,2025-05-18,East,Ranchi,Furniture,Cabinet,Vikram Rao,3,17531,5000,47593.0,10767
1215,2025-04-19,West,Pune,Office Supplies,Printer Paper,Riya Shah,1,3079,500,2579.0,409
1216,2025-01-29,West,Pune,Electronics,Smartphone,Sneha Joshi,5,36229,200,180945.0,43310
1217,2025-06-22,North,Jaipur,Office Supplies,Notebook,Neha Singh,7,8919,0,62433.0,11298
1218,2025-01-15,North,Chandigarh,Office Supplies,Notebook,Vikram Rao,15,30815,2000,460225.0,53816
1219,2025-06-19,South,Chennai,Electronics,SSD,Karan Mehta,20,42130,200,842400.0,110607
1220,2025-01-13,South,Kochi,Furniture,Bookshelf,Aarav Sharma,18,23055,5000,409990.0,80106
1221,2025-05-18,East,Ranchi,Office Supplies,Marker Set,Aditya Roy,14,53611,200,750354.0,98282
1222,2025-05-23,West,Pune,Electronics,Keyboard,Riya Shah,5,60789,0,303945.0,53374
1223,2025-02-18,South,Kochi,Electronics,Keyboard,Neha Singh,11,10463,1000,114093.0,25558
1224,2025-06-21,North,Lucknow,Furniture,Sofa,Karan Mehta,2,9639,200,19078.0,4135
1225,2025-05-03,South,Kochi,Electronics,SSD,Rahul Verma,1,27862,200,27662.0,6737
1226,2025-03-20,South,Hyderabad,Furniture,Chair,Arjun Gupta,11,37201,1000,408211.0,65012
1227,2025-04-16,East,Patna,Office Supplies,Printer Ink,Ananya Das,4,61637,500,246048.0,57928
1228,2025-04-08,North,Chandigarh,Office Supplies,Printer Paper,Aarav Sharma,9,54832,500,492988.0,52212
1229,2025-02-13,South,Kochi,Office Supplies,Marker Set,Rahul Verma,16,64403,1000,1029448.0,111797
1230,2025-06-11,South,Kochi,Electronics,Laptop,Arjun Gupta,2,9842,5000,14684.0,-1626
1231,2025-06-20,South,Bengaluru,Office Supplies,Printer Paper,Aarav Sharma,7,66387,1000,463709.0,66516
1232,2025-05-18,West,Surat,Electronics,Laptop,Arjun Gupta,18,54014,0,972252.0,80544
1233,2025-06-08,East,Kolkata,Office Supplies,Printer Ink,Meera Jain,6,14126,0,84756.0,14336
1234,2025-02-27,East,Patna,Furniture,Cabinet,Priya Patel,12,53318,1000,638816.0,112463
1235,2025-01-03,East,Kolkata,Office Supplies,Notebook,Priya Patel,13,49810,1000,646530.0,112469
1236,2025-06-27,South,Bengaluru,Furniture,Cabinet,Isha Nair,11,12599,2000,136589.0,32269
1237,2025-02-23,West,Ahmedabad,Electronics,Monitor,Isha Nair,9,4412,200,39508.0,9398
1238,2025-05-19,South,Kochi,Electronics,Keyboard,Rohan Kumar,19,31619,2000,598761.0,132859
1239,2025-04-22,East,Ranchi,Office Supplies,Printer Paper,Meera Jain,3,65739,5000,192217.0,47215
1240,2025-04-26,South,Bengaluru,Furniture,Sofa,Meera Jain,20,52096,500,1041420.0,88558
1241,2025-06-08,West,Pune,Furniture,Sofa,Vikram Rao,14,24445,5000,337230.0,60566
1242,2025-04-10,East,Bhubaneswar,Office Supplies,Notebook,Priya Patel,9,20314,1000,181826.0,36544
1243,2025-01-23,East,Patna,Electronics,Monitor,Aarav Sharma,10,58392,500,583420.0,122185
1244,2025-01-24,South,Kochi,Furniture,Sofa,Arjun Gupta,17,53583,0,910911.0,76939
1245,2025-03-04,East,Ranchi,Electronics,Keyboard,Vikram Rao,13,11201,5000,140613.0,32789
1246,2025-03-12,South,Kochi,Electronics,Tablet,Rahul Verma,10,35280,1000,351800.0,36871
1247,2025-02-20,West,Ahmedabad,Furniture,Desk,Sneha Joshi,9,32421,5000,286789.0,53416
1248,2025-04-23,West,Mumbai,Electronics,Keyboard,Aarav Sharma,13,43644,2000,565372.0,81742
1249,2025-03-22,East,Ranchi,Office Supplies,Whiteboard,Rohan Kumar,10,42130,2000,419300.0,101066
1250,2025-04-11,South,Kochi,Furniture,Bookshelf,Aditya Roy,16,31875,500,509500.0,73332
1251,2025-02-23,East,Kolkata,Office Supplies,Printer Paper,Karan Mehta,18,23683,5000,421294.0,-4281
1252,2025-06-18,West,Ahmedabad,Office Supplies,Notebook,Riya Shah,14,65544,200,917416.0,172168
1253,2025-06-27,South,Kochi,Furniture,Desk,Ananya Das,20,62914,2000,1256280.0,186101
1254,2025-06-15,West,Mumbai,Furniture,Sofa,Karan Mehta,3,14435,200,43105.0,8267
1255,2025-05-23,North,Jaipur,Furniture,Cabinet,Priya Patel,1,13024,500,12524.0,1474
1256,2025-03-17,South,Kochi,Furniture,Cabinet,Ananya Das,19,65697,200,1248043.0,-1356
1257,2025-03-31,West,Mumbai,Electronics,Tablet,Sneha Joshi,10,45066,1000,449660.0,95924
1258,2025-03-29,West,Mumbai,Furniture,Cabinet,Sneha Joshi,3,39456,0,118368.0,25772
1259,2025-03-01,North,Chandigarh,Office Supplies,Printer Paper,Arjun Gupta,6,21089,500,126034.0,22077
1260,2025-06-30,West,Pune,Electronics,Camera,Vikram Rao,1,25963,1000,24963.0,4510
1261,2025-03-09,South,Hyderabad,Furniture,Desk,Karan Mehta,4,24605,500,97920.0,13260
1262,2025-02-14,West,Ahmedabad,Office Supplies,Printer Ink,Karan Mehta,13,15072,500,195436.0,27329
1263,2025-02-06,East,Kolkata,Office Supplies,Printer Paper,Sneha Joshi,4,31370,500,124980.0,12483
