OrderID,Date,Region,City,Category,Product,Customer,Quantity,UnitPrice,Discount,Sales,Profit
100095,2025-04-20,South,Hyderabad,Electronics,Keyboard,Customer_792,26,54487,200,1416462.0,401654
100096,2024-07-05,North,Lucknow,Office Supplies,Marker Set,Customer_858,19,76111,2000,1444109.0,248978
100097,2024-12-15,West,Ahmedabad,Furniture,Sofa,Customer_782,18,49541,500,891238.0,252410
100098,2024-11-10,South,Kochi,Electronics,Camera,Customer_45,11,62093,2000,681023.0,189567
100099,2023-04-13,South,Kochi,Electronics,Tablet,Customer_515,19,43615,5000,823685.0,61851
100100,2023-12-13,West,Mumbai,Office Supplies,Printer Paper,Customer_420,28,20332,0,569296.0,95284
100101,2024-05-14,West,Mumbai,Furniture,Table,Customer_880,18,49908,200,898144.0,185646
100102,2024-12-21,North,Delhi,Electronics,Keyboard,Customer_233,24,11946,500,286204.0,84311
100103,2024-01-19,North,Jaipur,Electronics,Keyboard,Customer_926,1,6128,200,5928.0,1476
100104,2024-01-27,West,Pune,Electronics,Printer,Customer_422,19,23700,100,450200.0,42214
100105,2023-10-22,South,Kochi,Office Supplies,Printer Paper,Customer_238,15,33389,500,500335.0,-8122
100106,2023-07-23,South,Bengaluru,Furniture,Bookshelf,Customer_602,10,55715,2000,555150.0,62468
100107,2023-01-23,West,Surat,Electronics,Mouse,Customer_391,19,47149,1000,894831.0,110930
100108,2023-10-21,West,Ahmedabad,Electronics,Projector,Customer_886,22,6528,1000,142616.0,33699
100109,2023-02-10,South,Chennai,Electronics,Mouse,Customer_636,9,18027,2000,160243.0,11904
100110,2024-03-01,East,Ranchi,Electronics,Projector,Customer_374,24,17324,0,415776.0,115339
100111,2023-09-21,South,Hyderabad,Electronics,Printer,Customer_898,12,69679,1000,835148.0,232481
100112,2025-05-30,West,Ahmedabad,Office Supplies,Marker Set,Customer_824,4,61485,0,245940.0,20951
100113,2024-11-19,West,Ahmedabad,Electronics,Camera,Customer_15,9,70429,0,633861.0,103760
100114,2024-07-28,East,Ranchi,Office Supplies,Marker Set,Customer_111,22,30747,500,675934.0,38025
100115,2023-05-24,East,Bhubaneswar,Office Supplies,Notebook,Customer_651,27,60952,2000,1643704.0,206362
100116,2024-11-17,North,Delhi,Furniture,Cabinet,Customer_119,4,30875,1000,122500.0,10279
100117,2023-02-03,West,Pune,Furniture,Table,Customer_102,27,64239,1000,1733453.0,263535
100118,2024-10-22,East,Bhubaneswar,Furniture,Cabinet,Customer_974,8,47637,0,381096.0,112511
100119,2024-09-03,East,Kolkata,Furniture,Bookshelf,Customer_195,4,59700,0,,51507
100120,2023-08-01,North,Delhi,Furniture,Chair,Customer_129,26,74100,100,1926500.0,129369
100121,2023-05-14,South,Hyderabad,Furniture,Chair,Customer_808,29,78216,0,2268264.0,270646
100122,2023-01-17,East,Bhubaneswar,Electronics,Laptop,Customer_135,1,47055,5000,42055.0,10392
100123,2025-03-07,South,Chennai,Electronics,Tablet,Customer_760,14,69055,0,966770.0,228560
100124,2024-06-17,East,Kolkata,Furniture,Sofa,Customer_227,20,5783,2000,113660.0,27938
100125,2024-03-30,East,Ranchi,Office Supplies,Notebook,Customer_63,16,52740,500,843340.0,186820
100126,2024-12-30,North,Delhi,Furniture,Sofa,Customer_152,3,16640,200,49720.0,10246
100127,2023-04-28,East,Ranchi,Office Supplies,Whiteboard,Customer_302,15,66363,1000,994445.0,156674
100128,2024-03-13,South,Kochi,Furniture,Chair,Customer_424,11,59541,500,654451.0,100783
100129,2024-03-18,East,Patna,Furniture,Chair,Customer_704,30,62263,0,1867890.0,135993
100130,2023-12-29,North,Lucknow,Electronics,Printer,Customer_62,19,73708,1000,1399452.0,185303
100131,2024-05-08,West,Mumbai,Furniture,Sofa,Customer_320,12,13679,1000,163148.0,28853
100132,2024-07-28,South,Bengaluru,Furniture,Sofa,Customer_377,4,36612,1000,145448.0,15495
100133,2023-05-27,North,Lucknow,Electronics,Tablet,Customer_280,23,40599,200,933577.0,128605
100134,2023-06-11,West,Mumbai,Electronics,Laptop,Customer_94,24,69631,100,1671044.0,240711
100135,2025-02-11,East,Patna,Office Supplies,Marker Set,Customer_796,19,78248,0,1486712.0,402654
100136,2025-02-12,North,Delhi,Furniture,Cabinet,Customer_678,14,63756,1000,891584.0,143109
100137,2023-08-14,North,Lucknow,Furniture,Desk,Customer_291,22,77843,500,1712046.0,311136
100138,2023-01-08,West,Mumbai,Electronics,Mouse,Customer_309,7,18087,5000,121609.0,13848
100139,2023-12-29,West,Surat,Electronics,Tablet,Customer_390,18,30261,1000,543698.0,103129
100140,2024-08-10,North,Jaipur,Office Supplies,Notebook,Customer_447,1,60360,0,60360.0,16027
100141,2025-05-01,West,Surat,Furniture,Desk,Customer_415,1,42668,100,42568.0,10656
100142,2023-11-14,East,Kolkata,Furniture,Desk,Customer_250,14,77284,500,1081476.0,195737
100143,2023-12-24,East,Bhubaneswar,Furniture,Chair,Customer_79,17,15045,1000,254765.0,45217
100144,2024-11-02,East,Bhubaneswar,Electronics,Monitor,Customer_150,9,25956,100,233504.0,46840
100145,2024-08-01,North,Chandigarh,Office Supplies,Printer Ink,Customer_476,25,73989,5000,1844725.0,359476
100146,2023-02-27,East,Patna,Electronics,Smartphone,Customer_70,16,58061,2000,926976.0,116525
100147,2025-06-03,East,Kolkata,Furniture,Cabinet,Customer_463,2,7556,200,14912.0,3846
100148,2023-07-12,North,Jaipur,Furniture,Sofa,Customer_568,26,5476,500,141876.0,39336
100149,2025-01-01,East,Ranchi,Office Supplies,Printer Paper,Customer_981,2,59150,0,118300.0,29899
100150,2024-01-17,North,Chandigarh,Electronics,Mouse,Customer_725,15,57695,1000,864425.0,156190
100151,2023-12-04,East,Ranchi,Furniture,Bookshelf,Customer_696,20,6963,5000,134260.0,27888
100152,2024-11-10,North,Jaipur,Furniture,Bookshelf,Customer_742,28,79097,5000,2209716.0,193556
100153,2023-11-14,South,Chennai,Furniture,Table,Customer_716,22,51474,100,1132328.0,225061
100154,2023-07-04,West,Ahmedabad,Electronics,Printer,Customer_96,21,55596,1000,1166516.0,163845
100155,2024-06-03,South,Chennai,Furniture,Chair,Customer_232,5,20408,0,102040.0,12647
100156,2024-10-01,North,Lucknow,Office Supplies,Printer Paper,Customer_612,13,20318,100,264034.0,25139
100157,2025-03-13,South,Kochi,Electronics,Camera,Customer_374,22,31233,500,686626.0,139143
100158,2024-08-07,West,Pune,Office Supplies,Printer Paper,Customer_317,26,61574,5000,1595924.0,157204
100159,2023-05-22,West,Surat,Furniture,Cabinet,Customer_515,17,54974,100,934458.0,237560
100160,2023-05-08,East,Kolkata,Office Supplies,Printer Ink,Customer_896,12,72784,0,873408.0,199006
100161,2023-08-16,East,Kolkata,Electronics,Keyboard,Customer_461,29,67386,100,1954094.0,503690
100162,2024-01-19,West,Ahmedabad,Electronics,Camera,Customer_55,13,65899,200,856487.0,93309
100163,2025-04-29,South,Bengaluru,Furniture,Desk,Customer_860,23,44047,5000,1008081.0,87211
100164,2023-06-03,West,Pune,Office Supplies,Printer Ink,Customer_460,20,788,0,15760.0,862
100165,2024-04-13,West,Mumbai,Furniture,Chair,Customer_309,4,6358,100,25332.0,3925
100166,2024-03-15,North,Delhi,Furniture,Sofa,Customer_549,1,67651,1000,66651.0,7363
100167,2024-06-22,North,Lucknow,Electronics,Projector,Customer_427,6,11321,1000,66926.0,19653
100168,2023-03-11,North,Jaipur,Furniture,Desk,Customer_651,13,49029,200,637177.0,150902
100169,2023-12-27,East,Bhubaneswar,Office Supplies,Stapler,Customer_644,4,76371,2000,303484.0,72584
100170,2024-04-13,East,Bhubaneswar,Office Supplies,Printer Ink,Customer_713,16,23991,5000,378856.0,31715
100171,2025-04-14,North,Lucknow,Electronics,Laptop,Customer_811,7,5592,200,38944.0,11034
100172,2025-03-29,West,Ahmedabad,Electronics,Mouse,Customer_293,12,6365,5000,71380.0,15270
100173,2024-05-24,East,Ranchi,Furniture,Table,Customer_451,29,50778,200,1472362.0,432036
100174,2023-04-16,East,Patna,Electronics,Camera,Customer_81,14,79064,5000,1101896.0,104805
100175,2023-12-26,North,Lucknow,Office Supplies,Marker Set,Customer_314,15,79086,2000,1184290.0,185375
100176,2023-03-18,West,Mumbai,Office Supplies,Marker Set,Customer_630,14,36086,2000,503204.0,148448
100177,2024-03-24,West,Ahmedabad,Office Supplies,Stapler,Customer_696,6,4181,100,24986.0,6550
100178,2024-09-11,North,Chandigarh,Electronics,Mouse,Customer_798,21,48115,200,1010215.0,147202
100179,2023-11-18,South,Kochi,Furniture,Bookshelf,Customer_455,25,10177,1000,253425.0,21395
100180,2023-09-26,East,Bhubaneswar,Electronics,Laptop,Customer_754,6,65510,1000,392060.0,57533
100181,2024-04-07,East,Ranchi,Electronics,Projector,Customer_293,23,64482,100,1482986.0,119616
100182,2025-05-21,South,Kochi,Electronics,SSD,Customer_684,12,8611,1000,102332.0,18986
100183,2023-01-27,South,Hyderabad,Furniture,Sofa,Customer_230,4,26442,5000,100768.0,8536
100184,2025-01-06,East,Patna,Furniture,Sofa,Customer_133,20,11400,0,228000.0,29029
100185,2024-06-13,West,Surat,Furniture,Sofa,Customer_76,5,41653,2000,206265.0,14137
100186,2025-05-01,East,Bhubaneswar,Office Supplies,Stapler,Customer_602,6,17012,500,101572.0,17847
100187,2023-10-18,North,Chandigarh,Furniture,Chair,Customer_166,11,29652,200,325972.0,93511
100188,2023-06-22,North,Lucknow,Electronics,Printer,Customer_282,5,39791,1000,197955.0,36298
100189,2025-04-25,South,Hyderabad,Office Supplies,Whiteboard,Customer_738,29,79416,200,2302864.0,600201
100190,2023-02-01,North,Delhi,Electronics,Projector,Customer_272,21,27731,5000,577351.0,111448
100191,2023-06-11,West,Ahmedabad,Office Supplies,Marker Set,Customer_495,8,53327,200,426416.0,69670
100192,2025-01-21,West,Surat,Furniture,Cabinet,Customer_209,11,79616,100,875676.0,112214
100193,2024-04-05,East,Ranchi,Electronics,SSD,Customer_528,18,14017,200,252106.0,27841
100194,2025-04-13,South,Hyderabad,Electronics,Laptop,Customer_298,13,54905,100,713665.0,207442
100195,2023-04-03,East,Patna,Electronics,Tablet,Customer_511,17,61286,500,1041362.0,280927
100196,2025-05-13,West,Surat,Electronics,Mouse,Customer_598,12,6477,0,77724.0,9353
100197,2025-02-21,West,Ahmedabad,Office Supplies,Notebook,Customer_868,4,56582,100,226228.0,61220
100198,2024-01-31,West,Ahmedabad,Electronics,Camera,Customer_53,19,73738,100,1400922.0,197012
100199,2023-12-14,West,Ahmedabad,Office Supplies,Stapler,Customer_626,4,16964,0,67856.0,10074
100200,2023-12-08,East,Bhubaneswar,Electronics,Projector,Customer_522,13,65646,0,853398.0,52335
100201,2024-02-07,West,Surat,Electronics,Projector,Customer_915,17,18421,200,312957.0,88517
100202,2024-11-20,East,Patna,Office Supplies,Whiteboard,Customer_546,16,73883,200,1181928.0,-5927
100203,2025-03-12,North,Jaipur,Office Supplies,Marker Set,Customer_816,29,3592,1000,103168.0,17399
100204,2024-08-09,South,Bengaluru,Office Supplies,Printer Ink,Customer_175,17,49932,100,848744.0,216782
100205,2025-03-04,North,Chandigarh,Electronics,Smartphone,Customer_322,14,19948,500,278772.0,62061
100206,2024-01-21,West,Mumbai,Office Supplies,Printer Paper,Customer_532,7,73616,200,515112.0,154291
100207,2024-10-20,East,Bhubaneswar,Furniture,Sofa,Customer_351,18,46537,2000,835666.0,203064
100208,2025-02-28,East,Ranchi,Electronics,Mouse,Customer_286,18,39224,100,705932.0,201452
100209,2025-01-08,East,Bhubaneswar,Office Supplies,Stapler,Customer_501,11,62988,200,692668.0,131691
100210,2025-04-03,East,Patna,Electronics,Projector,Customer_693,18,49867,500,897106.0,228398
100211,2025-02-04,South,Chennai,Electronics,Keyboard,Customer_979,23,10458,200,240334.0,67534
100212,2025-01-28,West,Pune,Electronics,Printer,Customer_278,30,73764,2000,2210920.0,260679
100213,2024-04-28,South,Hyderabad,Electronics,Printer,Customer_232,21,30618,0,642978.0,48255
100214,2024-05-03,North,Chandigarh,Electronics,Printer,Customer_952,6,53434,2000,318604.0,90406
100215,2025-01-10,South,Chennai,Furniture,Bookshelf,Customer_662,2,11825,2000,21650.0,4189
100216,2025-02-05,North,Chandigarh,Furniture,Chair,Customer_957,30,4863,5000,140890.0,21027
100217,2024-07-10,East,Kolkata,Electronics,Keyboard,Customer_582,20,14164,200,283080.0,34292
100218,2023-09-21,West,Pune,Office Supplies,Printer Ink,Customer_280,7,14864,200,103848.0,9411
100219,2025-05-26,South,Bengaluru,Office Supplies,Marker Set,Customer_810,10,74520,2000,743200.0,177863
100220,2023-09-12,West,Surat,Office Supplies,Marker Set,Customer_89,13,12602,100,163726.0,48368
100221,2023-01-12,North,Lucknow,Furniture,Chair,Customer_458,25,35095,200,877175.0,110073
100222,2024-05-29,East,Patna,Office Supplies,Printer Paper,Customer_64,22,15595,500,342590.0,43406
100223,2024-04-10,East,Kolkata,Office Supplies,Marker Set,Customer_377,20,29047,100,580840.0,168060
100224,2023-09-11,East,Ranchi,Office Supplies,Whiteboard,Customer_935,16,70553,5000,1123848.0,242777
100225,2024-06-01,North,Jaipur,Office Supplies,Stapler,Customer_371,3,74046,0,222138.0,14536
100226,2024-05-15,South,Hyderabad,Electronics,SSD,Customer_875,17,58012,0,986204.0,217037
100227,2024-11-19,North,Jaipur,Electronics,Smartphone,Customer_136,17,54550,500,926850.0,177007
100228,2024-12-18,East,Kolkata,Furniture,Bookshelf,Customer_837,1,28660,1000,27660.0,1887
100229,2025-01-16,North,Delhi,Electronics,Smartphone,Customer_33,10,53691,100,536810.0,130038
100230,2025-06-14,West,Ahmedabad,Furniture,Cabinet,Customer_891,30,49579,500,1486870.0,104173
100231,2023-01-04,South,Chennai,Electronics,Tablet,Customer_551,13,69416,100,902308.0,209303
100232,2024-04-16,North,Lucknow,Furniture,Table,Customer_737,18,55691,1000,1001438.0,145027
100233,2025-02-23,East,Bhubaneswar,Furniture,Chair,Customer_960,29,14890,0,431810.0,108975
100234,2023-02-19,North,Chandigarh,Electronics,Monitor,Customer_104,20,4500,500,89500.0,17850
100235,2024-05-30,South,Bengaluru,Furniture,Cabinet,Customer_240,18,28577,5000,509386.0,135462
100236,2023-11-06,East,Bhubaneswar,Office Supplies,Whiteboard,Customer_327,19,78470,5000,1485930.0,324130
100237,2024-10-03,South,Hyderabad,Furniture,Bookshelf,Customer_282,2,73070,1000,145140.0,39177
100238,2024-02-23,West,Surat,Electronics,SSD,Customer_965,21,50058,5000,1046218.0,189486
100239,2024-12-25,South,Chennai,Furniture,Chair,Customer_773,18,62165,100,1118870.0,293519
100240,2023-07-28,South,Kochi,Electronics,Printer,Customer_423,14,73144,1000,1023016.0,85445
100241,2024-09-09,East,Kolkata,Furniture,Bookshelf,Customer_95,18,25066,0,451188.0,52841
100242,2023-12-07,North,Delhi,Electronics,Projector,Customer_742,22,73349,100,1613578.0,274063
100243,2023-09-06,East,Kolkata,Electronics,Mouse,Customer_986,24,15476,2000,369424.0,110787
100244,2023-11-12,South,Kochi,Electronics,Printer,Customer_330,25,37201,500,929525.0,154824
100245,2024-01-15,East,Patna,Office Supplies,Printer Ink,Customer_478,4,61637,5000,241548.0,62786
100246,2024-08-16,East,Ranchi,Electronics,Projector,Customer_885,8,19226,0,153808.0,17717
100247,2024-11-01,West,Ahmedabad,Electronics,Mouse,Customer_338,8,49886,1000,398088.0,102842
100248,2023-06-23,East,Patna,Furniture,Table,Customer_658,24,64403,500,1545172.0,142246
100249,2025-04-17,South,Kochi,Electronics,Printer,Customer_658,2,68774,0,137548.0,35730
100250,2024-04-11,North,Delhi,Furniture,Chair,Customer_863,21,30434,0,639114.0,-8785
100251,2024-02-26,East,Kolkata,Office Supplies,Stapler,Customer_683,30,63434,2000,1901020.0,-9538
100252,2024-03-16,North,Delhi,Office Supplies,Stapler,Customer_282,18,37676,0,678168.0,119055
100253,2023-10-01,South,Bengaluru,Electronics,Printer,Customer_153,8,25256,1000,201048.0,36513
100254,2025-05-18,West,Mumbai,Furniture,Cabinet,Customer_471,19,31977,2000,605563.0,64470
100255,2023-03-26,North,Delhi,Electronics,Camera,Customer_389,13,72543,500,942559.0,-3307
100256,2025-06-07,West,Surat,Office Supplies,Marker Set,Customer_580,28,12599,1000,351772.0,98421
100257,2025-05-20,West,Ahmedabad,Electronics,Monitor,Customer_701,30,36849,1000,1104470.0,210818
100258,2024-08-03,East,Kolkata,Electronics,Projector,Customer_148,25,52305,0,1307625.0,163216
100259,2023-04-11,West,Ahmedabad,Furniture,Table,Customer_144,26,10379,1000,268854.0,63547
100260,2024-10-11,West,Pune,Electronics,SSD,Customer_620,25,78167,500,1953675.0,570922
100261,2024-01-25,East,Ranchi,Furniture,Chair,Customer_365,18,49307,500,887026.0,85539
100262,2025-01-27,North,Lucknow,Electronics,Monitor,Customer_85,9,20314,500,182326.0,41555
100263,2023-05-16,West,Ahmedabad,Furniture,Desk,Customer_94,1,40505,500,40005.0,5599
100264,2024-07-21,North,Chandigarh,Furniture,Cabinet,Customer_571,18,67266,500,1210288.0,91767
100265,2023-09-06,North,Lucknow,Furniture,Desk,Customer_299,14,50929,5000,708006.0,50392
100266,2023-10-10,South,Kochi,Electronics,Tablet,Customer_276,10,35280,500,352300.0,30468
100267,2023-07-20,West,Ahmedabad,Furniture,Desk,Customer_370,9,32421,2000,289789.0,59771
100268,2023-12-04,West,Mumbai,Electronics,Keyboard,Customer_7,13,43644,5000,562372.0,115313
100269,2023-07-25,West,Ahmedabad,Furniture,Table,Customer_998,20,17942,200,358640.0,46682
100270,2024-08-12,West,Ahmedabad,Electronics,Camera,Customer_992,11,38300,2000,419300.0,93813
100271,2024-08-29,South,Chennai,Furniture,Bookshelf,Customer_837,26,51602,200,1341452.0,105266
100272,2023-03-12,South,Bengaluru,Office Supplies,Printer Ink,Customer_966,23,27579,500,633817.0,158087
100273,2024-04-04,West,Surat,Electronics,Keyboard,Customer_248,9,20303,2000,180727.0,28154
100274,2024-12-19,West,Surat,Office Supplies,Whiteboard,Customer_946,30,54927,1000,1646810.0,97476
100275,2024-02-14,North,Delhi,Electronics,SSD,Customer_171,21,5906,1000,123026.0,36403
100276,2024-12-05,East,Ranchi,Electronics,Laptop,Customer_101,9,29198,1000,261782.0,61967
